type,timestamp,ping_jitter,ping_latency,download_bandwidth,download_bytes,download_elapsed,upload_bandwidth,upload_bytes,upload_elapsed,packetLoss,isp,interface_internalIp,interface_name,interface_macAddr,interface_isVpn,interface_externalIp,server_id,server_name,server_location,server_country,server_host,server_port,server_ip,result_id,result_url
result,2022-09-14T21:42:44Z,0.165,1.773,6085580,57424554,9323,6145551,24601209,4007,0,Ziply Fiber,192.168.1.103,,3C:7C:3F:1D:E9:A0,False,50.47.21.190,51693,Ziply Fiber,"Bothell, WA",United States,speedtest1-bothwaxb.as20055.net,8080,107.191.238.47,35b048d2-dd2d-437e-b1e0-394933bcd90e,https://www.speedtest.net/result/c/35b048d2-dd2d-437e-b1e0-394933bcd90e
